language,dsp,bench_case,mode,precision,opt,samp_rate,buff_size,inputs,outputs,warmup_iters,run_iters,batches,elapsed_s,ns_per_compute,fast_ns_per_compute,slow_ns_per_compute,spread_ns_per_compute,spread_percent,ns_per_frame,ns_per_out_samp,frames_per_s,fast_frames_per_s,slow_frames_per_s,out_samp_per_s,fast_out_samp_per_s,slow_out_samp_per_s,checksum
mojo,delays,run,vec,single,O3,48000,64,3,3,50,340000,340,0.0986510000002454,290.1500000007217,289.2999998948653,291.4000000600936,2.1000001652282663,0.7237636275109574,4.533593750011277,1.5111979166704257,220575564.36271167,221223643.3572702,219629375.38367084,661726693.088135,663670930.0718106,658888126.1510125,198.24243581667545
cpp,echo,run,scalar,double,O3,48000,64,1,1,50,1000000,1000,0.0269412059999999,26.941206,24.7792,28.4541,3.674900000000001,13.640443564404656,0.42095634375,0.42095634375,2375543247.767008,2582811390.1982307,2249236489.644726,2375543247.767008,2582811390.1982307,2249236489.644726,130.0001242160797
cpp,echo,run,scalar,single,O3,48000,64,1,1,50,1000000,1000,0.009776664,9.776664,9.4583,10.0583,0.5999999999999996,6.137062703597051,0.152760375,0.152760375,6546200217.170192,6766543670.638487,6362904268.116879,6546200217.170192,6766543670.638487,6362904268.116879,129.99972116947174
cpp,echo,run,vec,double,O3,48000,64,1,1,50,1000000,1000,0.021446294,21.446294,21.175,21.975,0.8000000000000007,3.7302482191095616,0.33509834375,0.33509834375,2984198575.287645,3022432113.341204,2912400455.062571,2984198575.287645,3022432113.341204,2912400455.062571,130.0001242160797
cpp,echo,run,vec,single,O3,48000,64,1,1,50,1000000,1000,0.0259477889999999,25.947789,24.8,27.4166,2.6165999999999983,10.084096182530228,0.405434203125,0.405434203125,2466491460.987293,2580645161.2903223,2334352180.7955766,2466491460.987293,2580645161.2903223,2334352180.7955766,129.99972116947174
mojo,echo,run,scalar,double,O3,48000,64,1,1,50,1000000,1000,0.0230119999996532,23.011999999653167,22.80000007885974,23.300000066228677,0.4999999873689376,2.172779364577062,0.3595624999945807,0.3595624999945807,2781157656.9165874,2807017534.150848,2746781108.0722885,2781157656.9165874,2807017534.150848,2746781108.0722885,130.0001242160797
mojo,echo,run,scalar,single,O3,48000,64,1,1,50,1000000,1000,0.0210829999996349,21.08299999963489,20.899999981338624,21.600000036414713,0.7000000550760888,3.3202108575070497,0.3294218749942951,0.3294218749942951,3035621116.5919576,3062200959.672004,2962962957.9678035,3035621116.5919576,3062200959.672004,2962962957.9678035,129.99972116947174
mojo,echo,run,vec,double,O3,48000,64,1,1,50,1000000,1000,0.0477420000006532,47.742000000653235,47.49999989144271,48.29999998037238,0.8000000889296643,1.675673597500562,0.7459687500102068,0.7459687500102068,1340538728.9833765,1347368424.1319296,1325051760.3728285,1340538728.9833765,1347368424.1319296,1325051760.3728285,130.0001242160797
mojo,echo,run,vec,single,O3,48000,64,1,1,50,1000000,1000,0.0477780000001075,47.7780000001076,47.59999992529629,48.6000000819331,1.0000001566368155,2.093013848705604,0.7465312500016812,0.7465312500016812,1339528653.3520849,1344537817.2361758,1316872425.7634685,1339528653.3520849,1344537817.2361758,1316872425.7634685,129.99972116947174
cpp,echo_1,run,scalar,double,O3,48000,64,1,1,50,1000000,1000,0.027000545,27.000545,26.1792,27.7375,1.5582999999999991,5.771364985410477,0.4218835156249999,0.4218835156249999,2370322524.9712553,2444688913.3357778,2307345651.1942315,2370322524.9712553,2444688913.3357778,2307345651.1942315,130.0001242160797
cpp,echo_1,run,scalar,single,O3,48000,64,1,1,50,1000000,1000,0.0097148759999999,9.714876,9.5167,9.9791,0.4624000000000005,4.759710777574522,0.1517949375,0.1517949375,6587834986.262306,6725020227.599903,6413404014.390075,6587834986.262306,6725020227.599903,6413404014.390075,129.99972116947174
cpp,echo_1,run,vec,double,O3,48000,64,1,1,50,1000000,1000,0.023038748,23.038748,22.7833,23.7,0.9166999999999988,3.9789488560749855,0.3599804374999999,0.3599804374999999,2777928731.1966777,2809075068.1420164,2700421940.9282703,2777928731.1966777,2809075068.1420164,2700421940.9282703,130.0001242160797
cpp,echo_1,run,vec,single,O3,48000,64,1,1,50,1000000,1000,0.0257631219999999,25.763122,25.6042,25.9708,0.3666000000000018,1.4229641888898474,0.4025487812499999,0.4025487812499999,2484170978.967534,2499589911.030222,2464306066.813498,2484170978.967534,2499589911.030222,2464306066.813498,129.99972116947174
mojo,echo_1,run,scalar,double,O3,48000,64,1,1,50,1000000,1000,0.0231149999999615,23.11499999996154,22.899999930814374,23.89999990555225,0.9999999747378752,4.326195002117841,0.361171874999399,0.361171874999399,2768764871.3002973,2794759833.771057,2677824278.3646226,2768764871.3002973,2794759833.771057,2677824278.3646226,130.0001242160797
mojo,echo_1,run,scalar,single,O3,48000,64,1,1,50,1000000,1000,0.0210569999999279,21.056999999927893,20.99999983329326,21.39999996870756,0.4000001354143023,1.8996064748809045,0.3290156249988733,0.3290156249988733,3039369330.874247,3047619071.8123164,2990654209.9806013,3039369330.874247,3047619071.8123164,2990654209.9806013,129.99972116947174
mojo,echo_1,run,vec,double,O3,48000,64,1,1,50,1000000,1000,0.0475740000001678,47.574000000167864,47.3000000056345,48.100000094564166,0.8000000889296643,1.6815909718056954,0.7433437500026229,0.7433437500026229,1345272627.901252,1353065538.95087,1330561327.945459,1345272627.901252,1353065538.95087,1330561327.945459,130.0001242160797
mojo,echo_1,run,vec,single,O3,48000,64,1,1,50,1000000,1000,0.047896000000037,47.896000000037034,47.59999992529629,49.10000006930204,1.500000144005753,3.1317858359875426,0.7483750000005787,0.7483750000005787,1336228495.0716245,1344537817.2361758,1303462319.952493,1336228495.0716245,1344537817.2361758,1303462319.952493,129.99972116947174
cpp,freeverb,run,scalar,double,O3,48000,64,2,2,50,153590,204,0.1007956659999999,656.2645094081646,655.3996875406848,656.9763267429761,1.5766392022912896,0.2402444715032878,10.254132959502572,5.127066479751286,97521653.3615642,97650336.4537035,97415991.10166755,195043306.7231284,195300672.90740696,194831982.2033351,765.4368052482605
cpp,freeverb,run,scalar,single,O3,48000,64,2,2,50,102679,222,0.117317874,1142.5693082324526,1140.759445037353,1145.859948761742,5.100503724388773,0.4464065057269234,17.852645441132072,8.926322720566036,56014107.449645735,56102976.204509415,55853248.09472635,112028214.89929149,112205952.40901884,111706496.18945268,765.43892288208
cpp,freeverb,run,vec,double,O3,48000,64,2,2,50,101971,266,0.139482085,1367.8603230330193,1347.6507034632034,1371.649618320611,23.99891485740727,1.7544857799657043,21.372817547390923,10.686408773695462,46788402.96945661,47490050.52684074,46659146.14430387,93576805.93891324,94980101.0536815,93318292.28860776,765.4368052482605
cpp,freeverb,run,vec,single,O3,48000,64,2,2,50,101213,241,0.1233307919999999,1218.5271852430024,1216.993564993565,1220.1819019111213,3.188336917556171,0.2616549680769201,19.03948726942191,9.519743634710958,52522422.78635493,52588610.03126044,52451195.92395151,105044845.57270986,105177220.06252088,104902391.847903,765.43892288208
mojo,freeverb,run,scalar,double,O3,48000,64,2,2,50,100668,241,0.1237770000007003,1229.556562171697,1228.1631715691506,1233.3641406763834,5.200969107232822,0.4229955145818296,19.21182128393276,9.60591064196638,52051285.77977771,52110339.63689941,51890595.72049992,104102571.55955544,104220679.27379882,103781191.44099984,765.4368052482605
mojo,freeverb,run,scalar,single,O3,48000,64,2,2,50,99759,227,0.1146800000005896,1149.5704648261276,1145.104895195081,1152.7383810643278,7.633485869246442,0.664029400790234,17.962038512908244,8.981019256454122,55672968.25921846,55890076.33147607,55519969.70978667,111345936.51843692,111780152.66295214,111039939.41957334,765.4390535354614
mojo,freeverb,run,vec,double,O3,48000,64,2,2,50,100797,278,0.14342200000101,1422.8796492059291,1417.4166223733555,1425.464191061472,8.047568688116371,0.5655832306412917,22.232494518842643,11.11624725942132,44979208.210418,45152567.6994227,44897655.3752237,89958416.420836,90305135.3988454,89795310.7504474,765.4368052482605
mojo,freeverb,run,vec,single,O3,48000,64,2,2,50,102511,254,0.1332839999995485,1300.1921744939427,1294.231701775196,1304.9196294503545,10.687927675158562,0.8220267653370925,20.315502726467855,10.157751363233928,49223492.69246288,49450187.25180061,49045166.120274745,98446985.38492575,98900374.50360122,98090332.24054947,765.4389209747314
cpp,gate_compressor,run,scalar,double,O3,48000,64,1,2,50,143450,1000,1.5006289609999997,10460.989620076682,10237.963194444445,10539.31123517097,301.34804072652514,2.8806838709425677,163.45296281369815,81.72648140684908,6117968.024475574,6251243.414776987,6072503.08601042,12235936.048951147,12502486.829553977,12145006.17202084,0.0
cpp,gate_compressor,run,scalar,single,O3,48000,64,1,2,50,142550,1000,1.457598995,10225.177095755877,9898.583275742916,10334.25623268698,435.67295694406494,4.260786418309547,159.76839212118554,79.88419606059277,6259060.297993687,6465571.710331106,6192995.273096643,12518120.595987374,12931143.420662211,12385990.546193289,0.0
cpp,gate_compressor,run,vec,double,O3,48000,64,1,2,50,142677,982,1.3175514599999998,9234.504930717634,8818.478730587442,9327.135226504395,508.6564959169537,5.508216192781055,144.28913954246303,72.14456977123152,6930528.542695404,7257487.595679288,6861699.594333617,13861057.085390808,14514975.191358576,13723399.188667234,0.0
cpp,gate_compressor,run,vec,single,O3,48000,64,1,2,50,138587,941,1.173318953,8466.29880869057,8049.67098092643,8572.18569463549,522.5147137090589,6.171701773302672,132.28591888579015,66.14295944289508,7559383.556638073,7950635.516861124,7466007.186481211,15118767.113276148,15901271.033722248,14932014.372962425,0.0
mojo,gate_compressor,run,scalar,double,O3,48000,64,1,2,50,142950,1000,1.4872249999989435,10403.8125218534,10089.176310868388,10522.206303463245,433.0299925948566,4.162224104723814,162.55957065395936,81.27978532697968,6151591.0504506705,6343431.617014872,6082374.566153036,12303182.10090134,12686863.234029744,12164749.132306073,0.0
mojo,gate_compressor,run,scalar,single,O3,48000,64,1,2,50,144550,1000,1.484575999998924,10270.328606011237,9904.927133147814,10466.894197755306,561.9670646074919,5.471753496558736,160.47388446892558,80.23694223446279,6231543.551833455,6461430.673812602,6114516.760255896,12463087.10366691,12922861.347625203,12229033.520511791,0.0
mojo,gate_compressor,run,vec,double,O3,48000,64,1,2,50,127150,1000,1.969904999999926,15492.764451434732,15049.54268262381,15809.160304481948,759.6176218581368,4.9030476403311685,242.0744445536677,121.03722227683384,4130960.630081301,4252620.916773395,4048285.8524659146,8261921.260162602,8505241.83354679,8096571.704931829,0.0
mojo,gate_compressor,run,vec,single,O3,48000,64,1,2,50,127950,1000,1.987476999998762,15533.231731135302,14957.36122313229,15808.823529887068,851.4623067547782,5.481552850641378,242.7067457989891,121.35337289949454,4120198.623684752,4278829.604049468,4048372.0929015386,8240397.247369504,8557659.208098937,8096744.185803077,0.0
cpp,grain3,run,scalar,double,O3,48000,64,1,1,50,340000,340,0.100533292,295.6861529411765,286.1542,298.1625,12.00830000000002,4.0611641365529,4.620096139705883,4.620096139705883,216445712.33179155,223655637.415072,214648052.6558504,216445712.33179155,223655637.415072,214648052.6558504,1.8171836264664307
cpp,grain3,run,scalar,single,O3,48000,64,1,1,50,470000,473,0.101822955,216.64458510638295,212.4083,226.3541,13.945799999999991,6.437179121348419,3.385071642287234,3.385071642287234,295414722.5446364,301306493.20200765,282742835.23028743,295414722.5446364,301306493.20200765,282742835.23028743,0.0
cpp,grain3,run,vec,double,O3,48000,64,1,1,50,181412,197,0.1012328329999999,558.0272142967389,554.5060266219474,560.3707853403141,5.864758718366716,1.050980770849654,8.719175223386545,8.719175223386545,114689746.95195976,115418042.23461416,114210093.87763263,114689746.95195976,115418042.23461416,114210093.87763263,1.5204482753761113
cpp,grain3,run,vec,single,O3,48000,64,1,1,50,230000,239,0.098267792,427.2512695652174,425.6167,429.9792,4.362500000000011,1.021061916197326,6.675801086956522,6.675801086956522,149794756.76018038,150370039.52147555,148844409.21793428,149794756.76018038,150370039.52147555,148844409.21793428,1.9878877158043904
mojo,grain3,run,scalar,double,O3,48000,64,1,1,50,330000,330,0.102007000001322,309.1121212161273,307.4000000196975,311.5000001344015,4.100000114704017,1.326379599277295,4.829876894001989,4.829876894001989,207044614.58259025,208197787.8851627,205457463.7957824,207044614.58259025,208197787.8851627,205457463.7957824,1.782996746711433
mojo,grain3,run,scalar,single,O3,48000,64,1,1,50,510000,512,0.100577000001067,197.20980392366096,196.4000000953092,199.10000009986103,2.700000004551839,1.3691002936126833,3.0814031863072024,3.0814031863072024,324527476.45737803,325865580.28992873,321446509.1305877,324527476.45737803,325865580.28992873,321446509.1305877,0.0
mojo,grain3,run,vec,double,O3,48000,64,1,1,50,136192,198,0.0983730000007199,722.3111489714514,719.0509420412249,725.3176932287323,6.266751187507452,0.8675971839049017,11.286111702678928,11.286111702678928,88604474.8044302,89006211.18486863,88237196.74492665,88604474.8044302,89006211.18486863,88237196.74492665,0.3002777173387585
mojo,grain3,run,vec,single,O3,48000,64,1,1,50,159923,197,0.1012499999997089,633.117187644735,628.3406579343848,643.8323636115525,15.491705677167715,2.4468938735968533,9.892456056948983,9.892456056948983,101087130.8644881,101855576.57592048,99404757.5381183,101087130.8644881,101855576.57592048,99404757.5381183,0.519907489157049
cpp,harpe,run,scalar,double,O3,48000,64,0,2,50,113544,199,0.095735919,843.161408793067,839.3931795386159,848.8235588972431,9.430379358627192,1.1184548130738328,13.174397012391672,6.587198506195836,75904802.25086677,76245556.38536221,75398472.77936794,151809604.50173354,152491112.77072442,150796945.55873588,0.75925874710083
cpp,harpe,run,scalar,single,O3,48000,64,0,2,50,101012,199,0.096382962,954.1733853403556,950.8204148471616,960.2442220200182,9.42380717285664,0.9876409589327572,14.908959145943056,7.454479572971528,67073763.514343955,67310292.24933879,66649711.11762211,134147527.02868792,134620584.49867758,133299422.2352442,0.7592549624387174
cpp,harpe,run,vec,double,O3,48000,64,0,2,50,101926,256,0.138117999,1355.0811274846458,1313.6775140689992,1366.660409556314,52.98289548731464,3.9099426899748466,21.17314261694759,10.586571308473795,47229644.5592149,48718197.05718011,46829482.69554219,94459289.1184298,97436394.1143602,93658965.39108436,0.75925874710083
cpp,harpe,run,vec,single,O3,48000,64,0,2,50,98678,225,0.1138184989999999,1153.4333792740024,1148.553964522334,1161.8086696562034,13.254705133869493,1.1491522069711828,18.022396551156287,9.011198275578144,55486516.29995578,55722240.29248519,55086522.997748464,110973032.59991156,111444480.58497038,110173045.99549691,0.7592531882692128
mojo,harpe,run,scalar,double,O3,48000,64,0,2,50,97545,217,0.1067839999996067,1094.715259619732,1091.4583333487826,1100.3257321206706,8.86739877188802,0.8100187417656224,17.104925931558313,8.552462965779156,58462691.04007146,58637144.4923939,58164594.475721344,116925382.08014292,117274288.9847878,116329188.95144267,0.7592587471008301
mojo,harpe,run,scalar,single,O3,48000,64,0,2,50,101102,212,0.1094090000005962,1082.1645467013143,1078.9634769009394,1087.5585420574232,8.59506515648377,0.7942475275764207,16.908821042208036,8.454410521104018,59140728.82454584,59316187.591283865,58847406.85216446,118281457.64909168,118632375.18256772,117694813.70432892,0.759253186872229
mojo,harpe,run,vec,double,O3,48000,64,0,2,50,105791,350,0.1976159999994706,1867.984989266295,1814.4262294746843,2005.2236370165604,190.79740754187603,10.214076057260888,29.187265457285864,14.593632728642932,34261517.286141485,35272858.69237538,31916639.53015304,68523034.57228297,70545717.38475075,63833279.06030608,0.7592587471008301
mojo,harpe,run,vec,single,O3,48000,64,0,2,50,104622,334,0.1844769999988784,1763.271587227146,1755.0251256246306,1778.7757818550333,23.750656230402683,1.3469652889803585,27.551118550424157,13.775559275212078,36296167.00206914,36466714.388047166,35979801.756270975,72592334.00413828,72933428.77609433,71959603.51254195,0.759253186872229
cpp,highShelf,run,scalar,double,O3,48000,64,1,1,50,560000,561,0.1007232909999999,179.86301964285715,178.8625,181.9083,3.0457999999999856,1.6933997917125163,2.810359681919643,2.810359681919643,355826340.1063812,357816758.68334615,351825617.6326204,355826340.1063812,357816758.68334615,351825617.6326204,2.0800000071758404
cpp,highShelf,run,scalar,single,O3,48000,64,1,1,50,360000,362,0.1005119149999999,279.19976388888887,278.5333,282.2792,3.745900000000006,1.341655862392038,4.3624963107638886,4.3624963107638886,229226554.88157803,229775039.46565816,226725879.90896955,229226554.88157803,229775039.46565816,226725879.90896955,2.080002529779449
cpp,highShelf,run,vec,double,O3,48000,64,1,1,50,650000,656,0.099681503,153.35615846153846,152.6625,154.9292,2.2667000000000144,1.4780625849913294,2.3961899759615384,2.3961899759615384,417329180.92135906,419225415.5408172,413091915.53303057,417329180.92135906,419225415.5408172,413091915.53303057,2.0800000071758404
cpp,highShelf,run,vec,single,O3,48000,64,1,1,50,670000,679,0.0993671259999999,148.3091432835821,147.0792,150.125,3.045800000000014,2.0536832271872383,2.3173303638059704,2.3173303638059704,431531047.80347586,435139707.04219234,426311407.1606994,431531047.80347586,435139707.04219234,426311407.1606994,2.080002529779449
mojo,highShelf,run,scalar,double,O3,48000,64,1,1,50,690000,693,0.1002869999992981,145.34347825985233,144.60000002145534,147.30000002600718,2.700000004551839,1.857668494574379,2.2709918478101927,2.2709918478101927,440336235.00861585,442600276.5595011,434487440.5207074,440336235.00861585,442600276.5595011,434487440.5207074,2.0800000071758404
mojo,highShelf,run,scalar,single,O3,48000,64,1,1,50,770000,770,0.100576999999248,130.61948051850402,129.89999995625112,132.3999998930958,2.499999936844688,1.9139564228251,2.0409293831016253,2.0409293831016253,489972856.6209811,492686682.2290569,483383686.1909044,489972856.6209811,492686682.2290569,483383686.1909044,2.080003666225821
mojo,highShelf,run,vec,double,O3,48000,64,1,1,50,440000,448,0.1268209999998362,288.22954545417315,286.99999984382885,291.0000001065782,4.000000262749381,1.3877828716159006,4.5035866477214554,4.5035866477214554,222045244.87298137,222996515.80078617,219931271.3971138,222045244.87298137,222996515.80078617,219931271.3971138,2.0800000071758404
mojo,highShelf,run,vec,single,O3,48000,64,1,1,50,470000,473,0.134383999999045,285.92340425328734,285.09999992820667,288.00000000046566,2.9000000722589903,1.0142576749995618,4.467553191457615,4.467553191457615,223836170.97432548,224482637.72752145,222222222.2218629,223836170.97432548,224482637.72752145,222222222.2218629,2.080002529779449
cpp,karplus,run,scalar,double,O3,48000,64,0,1,50,820000,824,0.0994756689999999,121.31179146341464,117.6625,123.3833,5.720800000000011,4.7157823085361805,1.8954967416158537,1.8954967416158537,527566193.0959218,543928609.3700203,518708771.7705718,527566193.0959218,543928609.3700203,518708771.7705718,0.0
cpp,karplus,run,scalar,single,O3,48000,64,0,1,50,460000,466,0.098691624,214.54700869565215,211.4208,219.5833,8.162499999999994,3.804527525051161,3.3522970108695653,3.3522970108695653,298302923.86312336,302713829.4812998,291461144.81383604,298302923.86312336,302713829.4812998,291461144.81383604,0.0
cpp,karplus,run,vec,double,O3,48000,64,0,1,50,630000,636,0.1009209199999999,160.1919365079365,157.9625,162.6625,4.699999999999989,2.9339803878125497,2.502999007936508,2.502999007936508,399520733.6595823,405159452.4016776,393452701.14500886,399520733.6595823,405159452.4016776,393452701.14500886,0.0
cpp,karplus,run,vec,single,O3,48000,64,0,1,50,640000,647,0.0992171629999999,155.0268171875,153.775,157.8584,4.083399999999983,2.633995894440148,2.4222940185546875,2.4222940185546875,412831800.07878274,416192489.0261746,405426635.51638687,412831800.07878274,416192489.0261746,405426635.51638687,0.0
mojo,karplus,run,scalar,double,O3,48000,64,0,1,50,820000,824,0.1001459999988583,122.1292682912906,120.09999991278164,126.0000000911532,5.900000178371556,4.830946963752752,1.9082698170514156,1.9082698170514156,524034909.0387862,532889259.3378662,507936507.56904733,524034909.0387862,532889259.3378662,507936507.56904733,0.0
mojo,karplus,run,scalar,single,O3,48000,64,0,1,50,830000,831,0.1010619999979098,121.76144578061432,120.19999994663522,124.49999994714744,4.300000000512227,3.5314955180967735,1.9025225903220984,1.9025225903220984,525617937.5145812,532445923.6972867,514056225.1178248,525617937.5145812,532445923.6972867,514056225.1178248,0.0
mojo,karplus,run,vec,double,O3,48000,64,0,1,50,410000,416,0.0992619999997259,242.10243902372184,202.30000009178184,251.59999986499315,49.29999977321131,20.36328092026399,3.782850609745654,3.782850609745654,264350909.71441683,316361838.7096576,254372019.21439573,264350909.71441683,316361838.7096576,254372019.21439573,0.0
mojo,karplus,run,vec,single,O3,48000,64,0,1,50,550000,552,0.0997699999988981,181.39999999799656,168.59999996086117,202.1000000240747,33.50000006321352,18.467475227995315,2.834374999968696,2.834374999968696,352811466.3765536,379596678.6171825,316674913.3714802,352811466.3765536,379596678.6171825,316674913.3714802,0.0
cpp,karplus32,run,scalar,double,O3,48000,64,0,2,50,103188,330,0.1796984609999999,1741.4666530991976,1689.331780055918,1760.2187986305632,70.88701857464525,4.070535513757402,27.210416454674963,13.60520822733748,36750631.93779941,37884802.00016219,36359116.29269697,73501263.87559882,75769604.00032438,72718232.58539394,0.0348573140217922
cpp,karplus32,run,scalar,single,O3,48000,64,0,2,50,102350,327,0.1809603339999999,1768.0540693698094,1742.274412855377,1779.9981555487243,37.72374269334728,2.133630602529775,27.625844833903273,13.812922416951636,36197988.00769235,36733593.47286272,35955093.43675166,72395976.0153847,73467186.94572544,71910186.87350333,0.0348572927032364
cpp,karplus32,run,vec,double,O3,48000,64,0,2,50,103664,301,0.1644878339999999,1586.7401798116994,1580.3545998291086,1595.9528810672723,15.598281238163736,0.983039405986102,24.792815309557803,12.3964076547789,40334265.69408167,40497240.307283334,40101434.5468651,80668531.38816334,80994480.61456667,80202869.0937302,0.0348573140217922
cpp,karplus32,run,vec,single,O3,48000,64,0,2,50,98277,279,0.140944998,1434.1605665618608,1411.182930071789,1445.386538973131,34.203608901341795,2.3849218629221363,22.408758852529076,11.204379426264538,44625407.706912726,45352022.5026703,44278812.81187836,89250815.41382545,90704045.0053406,88557625.62375672,0.0348572927032364
mojo,karplus32,run,scalar,double,O3,48000,64,0,2,50,103299,314,0.1706409999987954,1651.9133776589847,1644.2193086824143,1661.1675125840352,16.948203901620673,1.0259741298081189,25.811146525921636,12.905573262960818,38742951.57697545,38924247.91634762,38527119.941350505,77485903.1539509,77848495.83269525,77054239.88270101,0.0348573140217922
mojo,karplus32,run,scalar,single,O3,48000,64,0,2,50,101135,328,0.1831970000021101,1811.4104909488328,1747.368421286976,1868.0533994726827,120.68497818570675,6.6624864319125665,28.30328892107551,14.151644460537756,35331582.940361716,36626506.019184306,34260262.5910298,70663165.88072343,73253012.03836861,68520525.1820596,0.0348572927032364
mojo,karplus32,run,vec,double,O3,48000,64,0,2,50,104337,334,0.1831959999999526,1755.8104986721162,1722.9067929735331,1770.078740128514,47.1719471549809,2.6866194951366387,27.434539041751815,13.717269520875908,36450402.84723317,37146524.850333646,36156583.63048491,72900805.69446634,74293049.70066729,72313167.26096983,0.0348573140217922
mojo,karplus32,run,vec,single,O3,48000,64,0,2,50,99517,279,0.1514250000018364,1521.5993247569409,1509.2838196176851,1539.6158467504613,30.332027132776147,1.9934306383595013,23.7749894493272,11.8874947246636,42061007.098713934,42404217.92649428,41568810.90505756,84122014.19742787,84808435.85298856,83137621.81011511,0.0348572927032364
cpp,lowShelf,run,scalar,double,O3,48000,64,1,1,50,560000,562,0.1003672089999999,179.22715892857144,178.8625,180.8833,2.02079999999998,1.127507690285568,2.8004243582589288,2.8004243582589288,357088738.0160188,357816758.68334615,353819285.69414645,357088738.0160188,357816758.68334615,353819285.69414645,2.0800000071758404
cpp,lowShelf,run,scalar,single,O3,48000,64,1,1,50,360000,362,0.1008161249999999,280.04479166666664,278.8833,283.3625,4.479199999999992,1.5994584199700168,4.375699869791666,4.375699869791666,228534869.7938946,229486670.5894544,225859102.73942387,228534869.7938946,229486670.5894544,225859102.73942387,2.080002529779449
cpp,lowShelf,run,vec,double,O3,48000,64,1,1,50,650000,658,0.0995614619999999,153.17148,152.6792,154.825,2.14579999999998,1.400913538212192,2.393304375,2.393304375,417832353.6470368,419179560.80461514,413369933.7962215,417832353.6470368,419179560.80461514,413369933.7962215,2.0800000071758404
cpp,lowShelf,run,vec,single,O3,48000,64,1,1,50,670000,679,0.0992295019999999,148.1037343283582,147.6417,150.05,2.4083000000000254,1.6260899908577764,2.314120848880597,2.314120848880597,432129549.53658867,433481868.60487247,426524491.8360546,432129549.53658867,433481868.60487247,426524491.8360546,2.080002529779449
mojo,lowShelf,run,scalar,double,O3,48000,64,1,1,50,690000,695,0.0999289999999746,144.8246376811227,144.49999998760177,145.79999988200143,1.2999998943996616,0.8976372495831979,2.2628849637675423,2.2628849637675423,441913758.7688381,442906574.43246543,438957476.3497692,441913758.7688381,442906574.43246543,438957476.3497692,2.0800000071758404
mojo,lowShelf,run,scalar,single,O3,48000,64,1,1,50,770000,771,0.1003720000007888,130.3532467542712,130.09999984205933,132.2000000072876,2.1000001652282663,1.611007180501591,2.0367694805354875,2.0367694805354875,490973578.2849072,491929285.7624569,484114977.28042334,490973578.2849072,491929285.7624569,484114977.28042334,2.080003666225821
mojo,lowShelf,run,vec,double,O3,48000,64,1,1,50,420000,425,0.1208670000014535,287.7785714320323,287.10000005958136,289.2000000429107,2.099999983329326,0.7297277114412617,4.496540178625505,4.496540178625505,222393209.0618344,222918843.5622368,221300138.27975056,222393209.0618344,222918843.5622368,221300138.27975056,2.0800000071758404
mojo,lowShelf,run,vec,single,O3,48000,64,1,1,50,420000,427,0.1202440000015485,286.29523809892515,285.09999992820667,288.2000000681728,3.1000001399661414,1.0827983589775885,4.4733630952957055,4.4733630952957055,223545457.56672955,224482637.72752145,222068008.2750208,223545457.56672955,224482637.72752145,222068008.2750208,2.080002529779449
cpp,lowboost,run,scalar,double,O3,48000,64,1,1,50,560000,562,0.1006621249999999,179.75379464285714,178.975,181.4958,2.5208000000000084,1.4023626065911132,2.808653041294643,2.808653041294643,356042553.244331,357591842.43609446,352625239.8127119,356042553.244331,357591842.43609446,352625239.8127119,2.0800000071758404
cpp,lowboost,run,scalar,single,O3,48000,64,1,1,50,360000,362,0.100506082,279.1835611111111,278.7209,280.7875,2.066600000000051,0.7402298300713964,4.362243142361111,4.362243142361111,229239858.34011516,229620383.68848553,227930374.39344695,229239858.34011516,229620383.68848553,227930374.39344695,2.0799996964633465
cpp,lowboost,run,vec,double,O3,48000,64,1,1,50,650000,657,0.0996223339999999,153.26512923076922,152.4875,155.1459,2.6584000000000003,1.7345106570179336,2.394767644230769,2.394767644230769,417577046.5285426,419706533.32240343,412514929.4953975,417577046.5285426,419706533.32240343,412514929.4953975,2.0800000071758404
cpp,lowboost,run,vec,single,O3,48000,64,1,1,50,670000,676,0.0994306659999999,148.4039791044776,147.5666,150.45,2.883399999999994,1.942939816977588,2.3188121735074625,2.3188121735074625,431255282.95264566,433702477.3898701,425390495.1811234,431255282.95264566,433702477.3898701,425390495.1811234,2.0799996964633465
mojo,lowboost,run,scalar,double,O3,48000,64,1,1,50,770000,776,0.1004789999988133,130.4922077906667,128.89999998151325,140.00000010128133,11.100000119768085,8.506255130248473,2.038940746729167,2.038940746729167,490450740.9566375,496508921.7158947,457142856.8121426,490450740.9566375,496508921.7158947,457142856.8121426,2.0800000071758404
mojo,lowboost,run,scalar,single,O3,48000,64,1,1,50,770000,771,0.1004799999991519,130.49350649240506,129.89999995625112,131.70000001991866,1.8000000636675395,1.3793790296931767,2.038961038943829,2.038961038943829,490445859.876751,492686682.2290569,485952923.23705745,490445859.876751,492686682.2290569,485952923.23705745,2.080001417780295
mojo,lowboost,run,vec,double,O3,48000,64,1,1,50,520000,520,0.0848690000002534,163.20961538510284,161.29999985423638,165.3999999689404,4.100000114704017,2.5121069644272005,2.550150240392232,2.550150240392232,392133759.0863639,396776193.7869531,386940749.7703641,392133759.0863639,396776193.7869531,386940749.7703641,2.0800000071758404
